crop_path,species_name,source_tile,orthomosaic_id,bbox_coco,annotation_id,remapped_label,split
BLSKA/BLSKA_000150.png,BLSKA,OM_001/tiles/OM_001_06500_04500.png,OM_001,"[117.0, 0, 90.0, 22.0]",150,BLSKA,train
BLSKA/BLSKA_000013.png,BLSKA,OM_001/tiles/OM_001_00000_00500.png,OM_001,"[195.0, 470.0, 67.0, 30.0]",13,BLSKA,train
BLSKA/BLSKA_000139.png,BLSKA,OM_001/tiles/OM_001_07500_03500.png,OM_001,"[238.0, 10.0, 21.0, 88.0]",139,BLSKA,train
BLSKA/BLSKA_000222.png,BLSKA,OM_001/tiles/OM_001_03500_09500.png,OM_001,"[317.0, 271.0, 63.0, 33.0]",222,BLSKA,train
BLSKA/BLSKA_000008.png,BLSKA,OM_001/tiles/OM_001_09000_00000.png,OM_001,"[452.0, 271.0, 48.0, 27.0]",8,BLSKA,train
BLSKA/BLSKA_000029.png,BLSKA,OM_001/tiles/OM_001_00000_01000.png,OM_001,"[102.0, 78.0, 35.0, 87.0]",29,BLSKA,train
BLSKA/BLSKA_000147.png,BLSKA,OM_001/tiles/OM_001_07000_04000.png,OM_001,"[0, 406.0, 43.0, 38.0]",147,BLSKA,train
BLSKA/BLSKA_000006.png,BLSKA,OM_001/tiles/OM_001_09000_00000.png,OM_001,"[421.0, 419.0, 61.0, 73.0]",6,BLSKA,train
BLSKA/BLSKA_000038.png,BLSKA,OM_001/tiles/OM_001_08500_01000.png,OM_001,"[407.0, 11.0, 93.0, 37.0]",38,BLSKA,train
BLSKA/BLSKA_000182.png,BLSKA,OM_001/tiles/OM_001_04500_07500.png,OM_001,"[453.0, 426.0, 27.0, 74.0]",182,BLSKA,train
BLSKA/BLSKA_000178.png,BLSKA,OM_001/tiles/OM_001_04500_07500.png,OM_001,"[181.0, 286.0, 69.0, 56.0]",178,BLSKA,train
BLSKA/BLSKA_000164.png,BLSKA,OM_001/tiles/OM_001_04000_06500.png,OM_001,"[388.0, 381.0, 75.0, 38.0]",164,BLSKA,train
BLSKA/BLSKA_000224.png,BLSKA,OM_001/tiles/OM_001_03500_09500.png,OM_001,"[463.0, 367.0, 37.0, 21.0]",224,BLSKA,train
BLSKA/BLSKA_000012.png,BLSKA,OM_001/tiles/OM_001_09500_00000.png,OM_001,"[320.0, 376.0, 73.0, 41.0]",12,BLSKA,train
BLSKA/BLSKA_000166.png,BLSKA,OM_001/tiles/OM_001_09500_06500.png,OM_001,"[11.0, 53.0, 81.0, 21.0]",166,BLSKA,train
BLSKA/BLSKA_000181.png,BLSKA,OM_001/tiles/OM_001_04500_07500.png,OM_001,"[457.0, 238.0, 43.0, 89.0]",181,BLSKA,train
BLSKA/BLSKA_000179.png,BLSKA,OM_001/tiles/OM_001_04500_07500.png,OM_001,"[320.0, 27.0, 87.0, 31.0]",179,BLSKA,train
BLSKA/BLSKA_000002.png,BLSKA,OM_001/tiles/OM_001_08000_00000.png,OM_001,"[95.0, 471.0, 40.0, 29.0]",2,BLSKA,train
BLSKA/BLSKA_000219.png,BLSKA,OM_001/tiles/OM_001_04500_09000.png,OM_001,"[0, 469.0, 63.0, 21.0]",219,BLSKA,train
BLSKA/BLSKA_000187.png,BLSKA,OM_001/tiles/OM_001_08500_07500.png,OM_001,"[236.0, 284.0, 89.0, 45.0]",187,BLSKA,train
BLSKA/BLSKA_000082.png,BLSKA,OM_001/tiles/OM_001_07500_02000.png,OM_001,"[78.0, 419.0, 99.0, 79.0]",82,BLSKA,train
BLSKA/BLSKA_000123.png,BLSKA,OM_001/tiles/OM_001_07000_03000.png,OM_001,"[175.0, 220.0, 99.0, 30.0]",123,BLSKA,train
BLSKA/BLSKA_000076.png,BLSKA,OM_001/tiles/OM_001_09500_01500.png,OM_001,"[4.0, 340.0, 94.0, 26.0]",76,BLSKA,train
BLSKA/BLSKA_000052.png,BLSKA,OM_001/tiles/OM_001_09500_01000.png,OM_001,"[0, 388.0, 30.0, 28.0]",52,BLSKA,train
BLSKA/BLSKA_000143.png,BLSKA,OM_001/tiles/OM_001_06500_04000.png,OM_001,"[117.0, 481.0, 90.0, 19.0]",143,BLSKA,train
BLSKA/BLSKA_000032.png,BLSKA,OM_001/tiles/OM_001_08000_01000.png,OM_001,"[227.0, 12.0, 68.0, 115.0]",32,BLSKA,train
BLSKA/BLSKA_000047.png,BLSKA,OM_001/tiles/OM_001_09000_01000.png,OM_001,"[375.0, 31.0, 111.0, 28.0]",47,BLSKA,train
BLSKA/BLSKA_000191.png,BLSKA,OM_001/tiles/OM_001_04500_08000.png,OM_001,"[50.0, 131.0, 69.0, 57.0]",191,BLSKA,train
BLSKA/BLSKA_000192.png,BLSKA,OM_001/tiles/OM_001_04500_08000.png,OM_001,"[127.0, 286.0, 98.0, 36.0]",192,BLSKA,train
BLSKA/BLSKA_000027.png,BLSKA,OM_001/tiles/OM_001_09500_00500.png,OM_001,"[247.0, 493.0, 92.0, 7.0]",27,BLSKA,train
BLSKA/BLSKA_000025.png,BLSKA,OM_001/tiles/OM_001_09500_00500.png,OM_001,"[83.0, 168.0, 80.0, 74.0]",25,BLSKA,train
BLSKA/BLSKA_000184.png,BLSKA,OM_001/tiles/OM_001_05000_07500.png,OM_001,"[64.0, 441.0, 80.0, 59.0]",184,BLSKA,train
BLSKA/BLSKA_000095.png,BLSKA,OM_001/tiles/OM_001_08500_02000.png,OM_001,"[399.0, 406.0, 54.0, 77.0]",95,BLSKA,train
BLSKA/BLSKA_000093.png,BLSKA,OM_001/tiles/OM_001_08500_02000.png,OM_001,"[247.0, 89.0, 96.0, 26.0]",93,BLSKA,train
BLSKA/BLSKA_000098.png,BLSKA,OM_001/tiles/OM_001_08500_02000.png,OM_001,"[8.0, 229.0, 119.0, 41.0]",98,BLSKA,train
BLSKA/BLSKA_000046.png,BLSKA,OM_001/tiles/OM_001_09000_01000.png,OM_001,"[253.0, 139.0, 46.0, 59.0]",46,BLSKA,train
BLSKA/BLSKA_000148.png,BLSKA,OM_001/tiles/OM_001_07000_04000.png,OM_001,"[254.0, 0, 26.0, 35.0]",148,BLSKA,train
BLSKA/BLSKA_000100.png,BLSKA,OM_001/tiles/OM_001_09000_02000.png,OM_001,"[207.0, 0, 81.0, 63.0]",100,BLSKA,train
BLSKA/BLSKA_000090.png,BLSKA,OM_001/tiles/OM_001_08500_02000.png,OM_001,"[0, 1.0, 73.0, 24.0]",90,BLSKA,train
BLSKA/BLSKA_000233.png,BLSKA,OM_001/tiles/OM_001_04500_09500.png,OM_001,"[0, 389.0, 3.0, 28.0]",233,BLSKA,train
BLSKA/BLSKA_000208.png,BLSKA,OM_001/tiles/OM_001_04500_08500.png,OM_001,"[95.0, 241.0, 81.0, 27.0]",208,BLSKA,train
BLSKA/BLSKA_000055.png,BLSKA,OM_001/tiles/OM_001_09500_01000.png,OM_001,"[172.0, 302.0, 87.0, 46.0]",55,BLSKA,train
BLSKA/BLSKA_000115.png,BLSKA,OM_001/tiles/OM_001_08000_02500.png,OM_001,"[51.0, 98.0, 93.0, 23.0]",115,BLSKA,train
BLSKA/BLSKA_000188.png,BLSKA,OM_001/tiles/OM_001_09000_07500.png,OM_001,"[0, 53.0, 34.0, 91.0]",188,BLSKA,train
BLSKA/BLSKA_000226.png,BLSKA,OM_001/tiles/OM_001_04000_09500.png,OM_001,"[251.0, 420.0, 37.0, 79.0]",226,BLSKA,train
BLSKA/BLSKA_000071.png,BLSKA,OM_001/tiles/OM_001_09000_01500.png,OM_001,"[0, 463.0, 14.0, 37.0]",71,BLSKA,train
BLSKA/BLSKA_000086.png,BLSKA,OM_001/tiles/OM_001_08000_02000.png,OM_001,"[337.0, 122.0, 91.0, 22.0]",86,BLSKA,train
BLSKA/BLSKA_000039.png,BLSKA,OM_001/tiles/OM_001_08500_01000.png,OM_001,"[394.0, 276.0, 88.0, 43.0]",39,BLSKA,train
BLSKA/BLSKA_000051.png,BLSKA,OM_001/tiles/OM_001_09000_01000.png,OM_001,"[436.0, 388.0, 64.0, 28.0]",51,BLSKA,train
BLSKA/BLSKA_000186.png,BLSKA,OM_001/tiles/OM_001_08500_07500.png,OM_001,"[476.0, 53.0, 24.0, 91.0]",186,BLSKA,train
BLSKA/BLSKA_000194.png,BLSKA,OM_001/tiles/OM_001_04500_08000.png,OM_001,"[453.0, 0, 27.0, 10.0]",194,BLSKA,train
BLSKA/BLSKA_000074.png,BLSKA,OM_001/tiles/OM_001_09000_01500.png,OM_001,"[207.0, 499.0, 81.0, 1.0]",74,BLSKA,train
BLSKA/BLSKA_000236.png,BLSKA,OM_001/tiles/OM_001_04500_09500.png,OM_001,"[373.0, 434.0, 100.0, 23.0]",236,BLSKA,train
BLSKA/BLSKA_000183.png,BLSKA,OM_001/tiles/OM_001_05000_07500.png,OM_001,"[0, 238.0, 21.0, 89.0]",183,BLSKA,train
BLSKA/BLSKA_000005.png,BLSKA,OM_001/tiles/OM_001_09000_00000.png,OM_001,"[276.0, 357.0, 93.0, 25.0]",5,BLSKA,train
BLSKA/BLSKA_000129.png,BLSKA,OM_001/tiles/OM_001_08000_03000.png,OM_001,"[212.0, 179.0, 94.0, 41.0]",129,BLSKA,train
BLSKA/BLSKA_000062.png,BLSKA,OM_001/tiles/OM_001_08500_01500.png,OM_001,"[215.0, 6.0, 63.0, 91.0]",62,BLSKA,train
BLSKA/BLSKA_000220.png,BLSKA,OM_001/tiles/OM_001_07500_09000.png,OM_001,"[9.0, 128.0, 82.0, 24.0]",220,BLSKA,train
BLSKA/BLSKA_000193.png,BLSKA,OM_001/tiles/OM_001_04500_08000.png,OM_001,"[331.0, 13.0, 78.0, 59.0]",193,BLSKA,train
BLSKA/BLSKA_000225.png,BLSKA,OM_001/tiles/OM_001_04000_09500.png,OM_001,"[0, 367.0, 47.0, 21.0]",225,BLSKA,train
BLSKA/BLSKA_000057.png,BLSKA,OM_001/tiles/OM_001_08000_01500.png,OM_001,"[265.0, 167.0, 64.0, 87.0]",57,BLSKA,train
BLSKA/BLSKA_000094.png,BLSKA,OM_001/tiles/OM_001_08500_02000.png,OM_001,"[439.0, 0, 61.0, 34.0]",94,BLSKA,train
BLSKA/BLSKA_000040.png,BLSKA,OM_001/tiles/OM_001_08500_01000.png,OM_001,"[342.0, 225.0, 77.0, 45.0]",40,BLSKA,train
BLSKA/BLSKA_000009.png,BLSKA,OM_001/tiles/OM_001_09000_00000.png,OM_001,"[174.0, 293.0, 90.0, 44.0]",9,BLSKA,train
BLSKA/BLSKA_000137.png,BLSKA,OM_001/tiles/OM_001_07000_03500.png,OM_001,"[254.0, 417.0, 26.0, 83.0]",137,BLSKA,train
BLSKA/BLSKA_000109.png,BLSKA,OM_001/tiles/OM_001_07000_02500.png,OM_001,"[0, 427.0, 82.0, 30.0]",109,BLSKA,train
BLSKA/BLSKA_000097.png,BLSKA,OM_001/tiles/OM_001_08500_02000.png,OM_001,"[0, 0, 5.0, 3.0]",97,BLSKA,train
BLSKA/BLSKA_000216.png,BLSKA,OM_001/tiles/OM_001_04000_09000.png,OM_001,"[490.0, 469.0, 10.0, 21.0]",216,BLSKA,train
BLSKA/BLSKA_000221.png,BLSKA,OM_001/tiles/OM_001_03000_09500.png,OM_001,"[416.0, 279.0, 78.0, 58.0]",221,BLSKA,train
BLSKA/BLSKA_000104.png,BLSKA,OM_001/tiles/OM_001_06500_02500.png,OM_001,"[393.0, 491.0, 62.0, 9.0]",104,BLSKA,train
BLSKA/BLSKA_000010.png,BLSKA,OM_001/tiles/OM_001_09500_00000.png,OM_001,"[0, 271.0, 58.0, 27.0]",10,BLSKA,train
BLSKA/BLSKA_000015.png,BLSKA,OM_001/tiles/OM_001_08000_00500.png,OM_001,"[485.0, 485.0, 15.0, 15.0]",15,BLSKA,train
BLSKA/BLSKA_000068.png,BLSKA,OM_001/tiles/OM_001_08500_01500.png,OM_001,"[76.0, 311.0, 107.0, 45.0]",68,BLSKA,train
BLSKA/BLSKA_000211.png,BLSKA,OM_001/tiles/OM_001_02500_09000.png,OM_001,"[263.0, 293.0, 34.0, 82.0]",211,BLSKA,train
BLSKA/BLSKA_000173.png,BLSKA,OM_001/tiles/OM_001_09000_07000.png,OM_001,"[233.0, 307.0, 79.0, 20.0]",173,BLSKA,train
BLSKA/BLSKA_000019.png,BLSKA,OM_001/tiles/OM_001_09000_00500.png,OM_001,"[177.0, 185.0, 93.0, 28.0]",19,BLSKA,train
BLSKA/BLSKA_000084.png,BLSKA,OM_001/tiles/OM_001_08000_02000.png,OM_001,"[122.0, 113.0, 81.0, 36.0]",84,BLSKA,train
BLSKA/BLSKA_000215.png,BLSKA,OM_001/tiles/OM_001_04000_09000.png,OM_001,"[198.0, 288.0, 96.0, 29.0]",215,BLSKA,train
BRPEA/BRPEA_004119.png,BRPEA,OM_005/tiles/OM_005_05000_07500.png,OM_005,"[292.0, 420.0, 112.0, 71.0]",4119,BRPEA,train
BRPEA/BRPEA_012690.png,BRPEA,OM_013/tiles/OM_013_04500_07500.png,OM_013,"[370.0, 388.0, 130.0, 70.0]",12690,BRPEA,train
BRPEA/BRPEA_009383.png,BRPEA,OM_010/tiles/OM_010_02000_00000.png,OM_010,"[489.0, 414.0, 11.0, 67.0]",9383,BRPEA,train
BRPEA/BRPEA_009474.png,BRPEA,OM_010/tiles/OM_010_07000_01500.png,OM_010,"[347.0, 157.0, 137.0, 61.0]",9474,BRPEA,train
BRPEA/BRPEA_014067.png,BRPEA,OM_015/tiles/OM_015_02000_09500.png,OM_015,"[98.0, 0, 154.0, 14.0]",14067,BRPEA,train
BRPEA/BRPEA_012871.png,BRPEA,OM_013/tiles/OM_013_00500_09000.png,OM_013,"[367.0, 89.0, 112.0, 84.0]",12871,BRPEA,train
BRPEA/BRPEA_011870.png,BRPEA,OM_012/tiles/OM_012_06500_01000.png,OM_012,"[84.0, 38.0, 144.0, 91.0]",11870,BRPEA,train
BRPEA/BRPEA_012025.png,BRPEA,OM_012/tiles/OM_012_05500_05000.png,OM_012,"[483.0, 420.0, 17.0, 68.0]",12025,BRPEA,train
BRPEA/BRPEA_012588.png,BRPEA,OM_013/tiles/OM_013_05500_06500.png,OM_013,"[230.0, 204.0, 120.0, 82.0]",12588,BRPEA,train
BRPEA/BRPEA_014189.png,BRPEA,OM_016/tiles/OM_016_01000_08000.png,OM_016,"[0, 0, 9.0, 245.0]",14189,BRPEA,train
BRPEA/BRPEA_014388.png,BRPEA,OM_017/tiles/OM_017_03000_05500.png,OM_017,"[271.0, 95.0, 125.0, 81.0]",14388,BRPEA,train
BRPEA/BRPEA_013994.png,BRPEA,OM_015/tiles/OM_015_01500_08000.png,OM_015,"[341.0, 409.0, 133.0, 91.0]",13994,BRPEA,train
BRPEA/BRPEA_014779.png,BRPEA,OM_018/tiles/OM_018_05500_08000.png,OM_018,"[480.0, 372.0, 20.0, 128.0]",14779,BRPEA,train
BRPEA/BRPEA_012204.png,BRPEA,OM_012/tiles/OM_012_05500_09500.png,OM_012,"[0, 370.0, 70.0, 65.0]",12204,BRPEA,train
BRPEA/BRPEA_012199.png,BRPEA,OM_012/tiles/OM_012_05000_09500.png,OM_012,"[144.0, 260.0, 95.0, 46.0]",12199,BRPEA,train
BRPEA/BRPEA_012810.png,BRPEA,OM_013/tiles/OM_013_01000_08500.png,OM_013,"[0, 336.0, 62.0, 100.0]",12810,BRPEA,train
BRPEA/BRPEA_012698.png,BRPEA,OM_013/tiles/OM_013_05000_07500.png,OM_013,"[439.0, 0, 61.0, 57.0]",12698,BRPEA,train
BRPEA/BRPEA_013252.png,BRPEA,OM_014/tiles/OM_014_06000_06000.png,OM_014,"[492.0, 497.0, 8.0, 3.0]",13252,BRPEA,train
BRPEA/BRPEA_012666.png,BRPEA,OM_013/tiles/OM_013_03500_07500.png,OM_013,"[0, 408.0, 36.0, 91.0]",12666,BRPEA,train
